airline,source,destination,route,duration,total_stops,price,year,month,day,day_name,holiday,season,dep_hour,dep_minute,dep_time,arrival_hour,arrival_minute,arrival_time
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,15129,2019,5,27,Monday,0,Summer,13,25,Afternoon,12,35,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,330,1,14388,2019,1,5,Saturday,1,Winter,6,30,Early Morning,12,0,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,4544,2019,6,4,Tuesday,0,Rainy,6,0,Early Morning,8,45,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,5198,2019,12,4,Wednesday,0,Winter,11,10,Morning,14,5,Afternoon
IndiGo,Delhi,Cochin,DEL → BOM → COK,975,1,7503,2019,5,18,Saturday,1,Summer,9,15,Morning,1,30,Late Night
GoAir,Banglore,Delhi,BLR → GOI → DEL,270,1,12314,2019,1,3,Thursday,0,Winter,15,45,Afternoon,20,15,Night
Air India,Delhi,Cochin,DEL → BOM → COK,375,1,8372,2019,5,15,Wednesday,0,Summer,13,0,Afternoon,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,425,1,14781,2019,5,21,Tuesday,0,Summer,16,30,Evening,23,35,Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,8016,2019,6,24,Monday,0,Rainy,19,50,Evening,22,50,Night
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6297,2019,12,3,Tuesday,0,Winter,7,55,Early Morning,10,15,Morning
GoAir,Delhi,Cochin,DEL → AMD → COK,370,1,6393,2019,1,6,Sunday,1,Winter,7,25,Early Morning,13,35,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,685,1,14781,2019,5,21,Tuesday,0,Summer,8,25,Morning,19,50,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,810,1,14871,2019,6,3,Monday,0,Rainy,7,30,Early Morning,21,0,Night
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,4319,2019,6,4,Tuesday,0,Rainy,9,30,Morning,12,20,Afternoon
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1005,1,13067,2019,5,15,Wednesday,0,Summer,17,0,Evening,9,45,Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,375,1,9134,2019,3,15,Friday,0,Summer,7,0,Early Morning,13,15,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,180,0,3943,2019,3,4,Monday,0,Summer,21,15,Night,0,15,Late Night
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,8879,2019,6,24,Monday,0,Rainy,7,0,Early Morning,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1025,1,14571,2019,5,24,Friday,0,Summer,18,55,Evening,12,0,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5644,2019,6,15,Saturday,1,Rainy,9,35,Morning,12,10,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,570,1,14571,2019,9,6,Friday,0,Rainy,14,5,Afternoon,23,35,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,590,1,17024,2019,6,3,Monday,0,Rainy,9,0,Morning,18,50,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3841,2019,5,15,Wednesday,0,Summer,17,10,Evening,19,40,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1395,1,12898,2019,5,27,Monday,0,Summer,19,45,Evening,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,830,2,13376,2019,6,6,Thursday,0,Rainy,14,35,Afternoon,4,25,Early Morning
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,9905,2019,6,15,Saturday,1,Rainy,21,25,Night,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,780,1,13587,2019,6,15,Saturday,1,Rainy,8,0,Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,900,1,7740,2019,6,24,Monday,0,Rainy,6,0,Early Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,395,1,9794,2019,5,21,Tuesday,0,Summer,6,0,Early Morning,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,8266,2019,6,27,Thursday,0,Rainy,7,30,Early Morning,19,15,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,940,1,6442,2019,6,3,Monday,0,Rainy,6,40,Early Morning,22,20,Night
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,17501,2019,1,3,Thursday,0,Winter,7,10,Early Morning,8,35,Morning
Air India,Banglore,Delhi,BLR → DEL,165,0,8273,2019,5,24,Friday,0,Summer,6,10,Early Morning,8,55,Morning
Air India,Delhi,Cochin,DEL → LKO → BOM → COK,1485,2,10703,2019,3,21,Thursday,0,Summer,18,30,Evening,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,930,1,8510,2019,6,15,Saturday,1,Rainy,10,0,Morning,1,30,Late Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2754,2019,3,15,Friday,0,Summer,20,5,Night,21,35,Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2227,2019,5,18,Saturday,1,Summer,21,20,Night,22,50,Night
Multiple carriers,Delhi,Cochin,DEL → IXU → BOM → COK,460,2,18275,2019,6,27,Thursday,0,Rainy,17,50,Evening,1,30,Late Night
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,6356,2019,4,21,Sunday,1,Summer,8,45,Morning,13,15,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,400,1,14781,2019,5,15,Wednesday,0,Summer,14,5,Afternoon,20,45,Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,13029,2019,5,27,Monday,0,Summer,9,40,Morning,12,35,Afternoon
GoAir,Banglore,Delhi,BLR → DEL,170,0,4340,2019,1,5,Saturday,1,Winter,11,40,Morning,14,30,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1545,1,10844,2019,5,24,Friday,0,Summer,16,30,Evening,18,15,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,4174,2019,4,15,Monday,0,Summer,9,35,Morning,12,20,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,12853,2019,9,4,Wednesday,0,Rainy,9,0,Morning,19,15,Evening
Air Asia,Banglore,Delhi,BLR → DEL,165,0,3383,2019,5,15,Wednesday,0,Summer,11,10,Morning,13,55,Afternoon
GoAir,Banglore,Delhi,BLR → DEL,175,0,11111,2019,1,3,Thursday,0,Winter,11,40,Morning,14,35,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,1,4,Friday,0,Winter,17,45,Evening,20,45,Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4030,2019,6,5,Wednesday,0,Rainy,17,45,Evening,20,45,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,635,1,14871,2019,3,3,Sunday,1,Summer,15,0,Afternoon,1,35,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,520,1,12898,2019,5,27,Monday,0,Summer,19,45,Evening,4,25,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,465,1,14533,2019,5,18,Saturday,1,Summer,11,30,Morning,19,15,Evening
Air India,Delhi,Cochin,DEL → BLR → COK,875,1,7258,2019,6,6,Thursday,0,Rainy,17,40,Evening,8,15,Morning
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,4812,2019,1,4,Friday,0,Winter,8,45,Morning,13,15,Afternoon
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,690,1,12384,2019,9,5,Thursday,0,Rainy,9,35,Morning,21,5,Night
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,1180,2,8603,2019,6,6,Thursday,0,Rainy,12,0,Afternoon,7,40,Early Morning
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,435,2,8603,2019,6,6,Thursday,0,Rainy,12,0,Afternoon,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,570,1,14231,2019,3,24,Sunday,1,Summer,13,55,Afternoon,23,25,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3873,2019,4,24,Wednesday,0,Summer,6,55,Early Morning,9,30,Morning
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3850,2019,6,15,Saturday,1,Rainy,7,55,Early Morning,10,15,Morning
SpiceJet,Kolkata,Banglore,CCU → KNU → BLR,435,1,8479,2019,9,6,Friday,0,Rainy,11,35,Morning,18,50,Evening
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,840,1,14151,2019,5,24,Friday,0,Summer,9,35,Morning,23,35,Night
Air India,Banglore,Delhi,BLR → DEL,165,0,5228,2019,4,24,Wednesday,0,Summer,6,10,Early Morning,8,55,Morning
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,4995,2019,6,18,Tuesday,0,Rainy,7,5,Early Morning,8,30,Morning
Air Asia,Banglore,Delhi,BLR → DEL,170,0,4282,2019,3,4,Monday,0,Summer,4,55,Early Morning,7,45,Early Morning
Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,810,2,10697,2019,5,21,Tuesday,0,Summer,8,20,Morning,21,50,Night
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1730,1,9314,2019,5,21,Tuesday,0,Summer,9,35,Morning,14,25,Afternoon
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3540,2019,6,27,Thursday,0,Rainy,5,15,Early Morning,7,40,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,15147,2019,6,3,Monday,0,Rainy,7,30,Early Morning,15,30,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,8016,2019,6,27,Thursday,0,Rainy,8,20,Morning,11,20,Morning
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2437,2019,5,24,Friday,0,Summer,21,20,Night,22,50,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,895,1,6104,2019,5,27,Monday,0,Summer,10,35,Morning,1,30,Late Night
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,6,6,Thursday,0,Rainy,22,45,Night,0,15,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,7408,2019,12,6,Friday,0,Winter,13,0,Afternoon,21,0,Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,4049,2019,6,18,Tuesday,0,Rainy,6,25,Early Morning,7,55,Early Morning
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,8016,2019,1,6,Sunday,1,Winter,19,50,Evening,22,50,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,10197,2019,9,5,Thursday,0,Rainy,7,0,Early Morning,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,475,1,14781,2019,6,5,Wednesday,0,Rainy,8,25,Morning,16,20,Evening
GoAir,Kolkata,Banglore,CCU → BOM → BLR,495,1,7335,2019,5,24,Friday,0,Summer,23,30,Night,7,45,Early Morning
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,5,27,Monday,0,Summer,8,20,Morning,11,20,Morning
Vistara,Banglore,Delhi,BLR → DEL,175,0,4353,2019,3,24,Sunday,1,Summer,21,10,Night,0,5,Late Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,735,1,13941,2019,5,18,Saturday,1,Summer,20,0,Night,8,15,Morning
Jet Airways,Banglore,Delhi,BLR → MAA → DEL,280,1,12295,2019,12,3,Tuesday,0,Winter,9,45,Morning,14,25,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,825,1,12898,2019,5,27,Monday,0,Summer,22,50,Night,12,35,Afternoon
Vistara,Kolkata,Banglore,CCU → DEL → BLR,930,1,7927,2019,9,5,Thursday,0,Rainy,7,10,Early Morning,22,40,Night
Air Asia,Banglore,Delhi,BLR → DEL,170,0,4483,2019,4,15,Monday,0,Summer,23,55,Night,2,45,Late Night
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,405,1,19225,2019,6,3,Monday,0,Rainy,11,40,Morning,18,25,Evening
GoAir,Delhi,Cochin,DEL → AMD → COK,370,1,4692,2019,4,24,Wednesday,0,Summer,7,25,Early Morning,13,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,1600,2,13180,2019,3,21,Thursday,0,Summer,16,10,Evening,18,50,Evening
Vistara,Delhi,Cochin,DEL → COK,190,0,6216,2019,12,5,Thursday,0,Winter,6,0,Early Morning,9,10,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,680,1,15135,2019,3,3,Sunday,1,Summer,7,30,Early Morning,18,50,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,570,1,15136,2019,6,3,Monday,0,Rainy,11,30,Morning,21,0,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1005,1,10262,2019,6,27,Thursday,0,Rainy,2,15,Late Night,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,750,1,12384,2019,5,18,Saturday,1,Summer,9,35,Morning,22,5,Night
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,575,1,9314,2019,1,4,Friday,0,Winter,9,35,Morning,19,10,Evening
Air India,Delhi,Cochin,DEL → BOM → COK,615,1,10454,2019,1,6,Sunday,1,Winter,9,0,Morning,19,15,Evening
Air India,Delhi,Cochin,DEL → BOM → COK,520,1,8372,2019,5,18,Saturday,1,Summer,23,0,Night,7,40,Early Morning
IndiGo,Delhi,Cochin,DEL → BOM → COK,750,1,6416,2019,1,6,Sunday,1,Winter,8,30,Morning,21,0,Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3342,2019,1,4,Friday,0,Winter,9,10,Morning,10,40,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → PNQ → BLR,1495,2,10118,2019,6,6,Thursday,0,Rainy,6,30,Early Morning,7,25,Early Morning
IndiGo,Delhi,Cochin,DEL → HYD → COK,665,1,6818,2019,6,15,Saturday,1,Rainy,5,5,Early Morning,16,10,Evening
Air India,Kolkata,Banglore,CCU → BLR,150,0,5510,2019,12,6,Friday,0,Winter,14,15,Afternoon,16,45,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1610,1,14388,2019,5,21,Tuesday,0,Summer,6,30,Early Morning,9,20,Morning
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,455,1,7038,2019,3,6,Wednesday,0,Summer,14,55,Afternoon,22,30,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,630,1,8266,2019,9,5,Thursday,0,Rainy,8,45,Morning,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,1480,2,14300,2019,6,27,Thursday,0,Rainy,18,20,Evening,19,0,Evening
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1555,1,8452,2019,6,6,Thursday,0,Rainy,7,10,Early Morning,9,5,Morning
IndiGo,Kolkata,Banglore,CCU → GAU → BLR,320,1,8567,2019,1,4,Friday,0,Winter,15,10,Afternoon,20,30,Night
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,925,1,9646,2019,6,15,Saturday,1,Rainy,7,5,Early Morning,22,30,Night
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3543,2019,6,21,Friday,0,Rainy,17,45,Evening,20,5,Night
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,395,1,13994,2019,9,6,Friday,0,Rainy,17,0,Evening,23,35,Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4777,2019,3,24,Sunday,1,Summer,4,0,Early Morning,6,50,Early Morning
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,455,1,7038,2019,1,6,Sunday,1,Winter,14,55,Afternoon,22,30,Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3175,2019,3,4,Monday,0,Summer,16,55,Evening,18,25,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,7408,2019,9,6,Friday,0,Rainy,10,0,Morning,21,0,Night
IndiGo,Banglore,Delhi,BLR → DEL,180,0,3943,2019,6,15,Saturday,1,Rainy,21,15,Night,0,15,Late Night
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3873,2019,5,27,Monday,0,Summer,6,55,Early Morning,9,30,Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4423,2019,4,15,Monday,0,Summer,10,10,Morning,13,0,Afternoon
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,15129,2019,5,27,Monday,0,Summer,9,40,Morning,4,25,Early Morning
IndiGo,Delhi,Cochin,DEL → BOM → COK,755,1,8285,2019,3,21,Thursday,0,Summer,8,25,Morning,21,0,Night
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,3100,2019,6,6,Thursday,0,Rainy,6,20,Early Morning,7,40,Early Morning
SpiceJet,Mumbai,Hyderabad,BOM → HYD,80,0,2385,2019,3,18,Monday,0,Summer,13,10,Afternoon,14,30,Afternoon
Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,435,1,11316,2019,6,6,Thursday,0,Rainy,10,20,Morning,17,35,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1005,1,10262,2019,6,15,Saturday,1,Rainy,2,15,Late Night,19,0,Evening
Air India,Kolkata,Banglore,CCU → IXR → BBI → BLR,445,2,7662,2019,5,24,Friday,0,Summer,5,50,Early Morning,13,15,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1605,1,14231,2019,3,24,Sunday,1,Summer,16,55,Evening,19,40,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,705,1,6838,2019,9,6,Friday,0,Rainy,9,15,Morning,21,0,Night
Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,1300,2,13376,2019,6,15,Saturday,1,Rainy,6,45,Early Morning,4,25,Early Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1680,1,10262,2019,6,24,Monday,0,Rainy,15,0,Afternoon,19,0,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,480,1,8574,2019,3,27,Wednesday,0,Summer,7,30,Early Morning,15,30,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,910,1,12192,2019,6,24,Monday,0,Rainy,3,50,Late Night,19,0,Evening
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,4050,2019,6,15,Saturday,1,Rainy,10,20,Morning,11,50,Morning
GoAir,Banglore,Delhi,BLR → DEL,175,0,6722,2019,12,4,Wednesday,0,Winter,7,45,Early Morning,10,40,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,7408,2019,6,15,Saturday,1,Rainy,7,0,Early Morning,21,0,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,455,1,14189,2019,3,21,Thursday,0,Summer,20,50,Night,4,25,Early Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3841,2019,5,24,Friday,0,Summer,17,10,Evening,19,40,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,520,1,7155,2019,6,27,Thursday,0,Rainy,10,35,Morning,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,590,1,9899,2019,12,6,Friday,0,Winter,8,25,Morning,18,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,685,1,14571,2019,6,6,Thursday,0,Rainy,8,25,Morning,19,50,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,5,18,Saturday,1,Summer,18,55,Evening,21,50,Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4544,2019,9,5,Thursday,0,Rainy,8,20,Morning,11,20,Morning
Air India,Banglore,Delhi,BLR → AMD → DEL,1200,1,14752,2019,1,3,Thursday,0,Winter,0,30,Late Night,20,30,Night
Jet Airways,Delhi,Cochin,DEL → COK,195,0,7202,2019,5,21,Tuesday,0,Summer,9,50,Morning,13,5,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,505,1,11098,2019,9,6,Friday,0,Rainy,10,35,Morning,19,0,Evening
Air India,Mumbai,Hyderabad,BOM → HYD,75,0,2575,2019,3,27,Wednesday,0,Summer,19,30,Evening,20,45,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,755,1,6673,2019,3,27,Wednesday,0,Summer,13,0,Afternoon,1,35,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,14306,2019,1,3,Thursday,0,Winter,18,55,Evening,21,45,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,395,1,15554,2019,5,18,Saturday,1,Summer,21,50,Night,4,25,Early Morning
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1730,1,9314,2019,5,15,Wednesday,0,Summer,9,35,Morning,14,25,Afternoon
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,4995,2019,9,3,Tuesday,0,Rainy,6,30,Early Morning,8,0,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1430,1,8586,2019,5,21,Tuesday,0,Summer,8,25,Morning,8,15,Morning
Air India,Delhi,Cochin,DEL → COK,170,0,6094,2019,4,27,Saturday,1,Summer,5,10,Early Morning,8,0,Morning
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,810,2,13292,2019,6,24,Monday,0,Rainy,5,30,Early Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,9718,2019,5,27,Monday,0,Summer,10,0,Morning,21,0,Night
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,10441,2019,6,6,Thursday,0,Rainy,22,0,Night,19,15,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,890,1,14871,2019,3,3,Sunday,1,Summer,10,45,Morning,1,35,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,660,1,15554,2019,5,18,Saturday,1,Summer,8,0,Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,305,1,36235,2019,1,3,Thursday,0,Winter,14,5,Afternoon,19,10,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3175,2019,3,24,Sunday,1,Summer,16,55,Evening,18,25,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,5,24,Friday,0,Summer,17,45,Evening,20,5,Night
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,6,27,Thursday,0,Rainy,13,15,Afternoon,14,45,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,540,1,12717,2019,6,24,Monday,0,Rainy,10,0,Morning,19,0,Evening
IndiGo,Delhi,Cochin,DEL → COK,195,0,6015,2019,3,6,Wednesday,0,Summer,14,25,Afternoon,17,40,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,395,1,7845,2019,3,27,Wednesday,0,Summer,19,0,Evening,1,35,Late Night
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4174,2019,6,4,Tuesday,0,Rainy,14,25,Afternoon,16,55,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,780,1,6883,2019,3,21,Thursday,0,Summer,8,0,Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,6883,2019,3,21,Thursday,0,Summer,9,0,Morning,21,0,Night
Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,435,1,8355,2019,5,21,Tuesday,0,Summer,10,20,Morning,17,35,Evening
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,5469,2019,3,24,Sunday,1,Summer,20,30,Night,23,20,Night
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,6478,2019,6,27,Thursday,0,Rainy,6,0,Early Morning,8,45,Morning
Vistara,Banglore,Delhi,BLR → DEL,160,0,11913,2019,3,3,Sunday,1,Summer,19,40,Evening,22,20,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,415,1,7006,2019,5,21,Tuesday,0,Summer,18,35,Evening,1,30,Late Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,365,1,12681,2019,1,4,Friday,0,Winter,16,30,Evening,22,35,Night
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1195,2,15129,2019,5,21,Tuesday,0,Summer,23,5,Night,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,420,1,13587,2019,6,15,Saturday,1,Rainy,14,0,Afternoon,21,0,Night
IndiGo,Banglore,Delhi,BLR → HYD → DEL,290,1,6220,2019,3,3,Sunday,1,Summer,7,30,Early Morning,12,20,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,330,1,10262,2019,6,6,Thursday,0,Rainy,7,5,Early Morning,12,35,Afternoon
Air India,Kolkata,Banglore,CCU → BOM → BLR,545,1,8576,2019,12,5,Thursday,0,Winter,9,25,Morning,18,30,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,10031,2019,3,24,Sunday,1,Summer,19,45,Evening,20,40,Night
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1430,2,12819,2019,6,24,Monday,0,Rainy,19,10,Evening,19,0,Evening
GoAir,Delhi,Cochin,DEL → AMD → COK,370,1,5052,2019,4,15,Monday,0,Summer,7,25,Early Morning,13,35,Afternoon
Vistara,Banglore,Delhi,BLR → DEL,160,0,5613,2019,4,27,Saturday,1,Summer,7,0,Early Morning,9,40,Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,145,0,3873,2019,1,4,Friday,0,Winter,9,0,Morning,11,25,Morning
IndiGo,Delhi,Cochin,DEL → COK,195,0,6015,2019,5,15,Wednesday,0,Summer,5,35,Early Morning,8,50,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,330,1,10844,2019,9,6,Friday,0,Rainy,6,30,Early Morning,12,0,Afternoon
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,2227,2019,12,5,Thursday,0,Winter,13,15,Afternoon,14,45,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,1,4,Friday,0,Winter,19,50,Evening,22,50,Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,10368,2019,6,6,Thursday,0,Rainy,5,30,Early Morning,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,655,1,12898,2019,5,21,Tuesday,0,Summer,17,30,Evening,4,25,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,12192,2019,12,6,Friday,0,Winter,7,0,Early Morning,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,840,1,12121,2019,9,5,Thursday,0,Rainy,9,35,Morning,23,35,Night
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,16163,2019,5,27,Monday,0,Summer,6,50,Early Morning,7,40,Early Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,760,1,12284,2019,3,18,Monday,0,Summer,5,45,Early Morning,18,25,Evening
IndiGo,Banglore,Delhi,BLR → DEL,165,0,5780,2019,6,21,Friday,0,Rainy,19,30,Evening,22,15,Night
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,4995,2019,9,5,Thursday,0,Rainy,10,20,Morning,11,50,Morning
IndiGo,Delhi,Cochin,DEL → BLR → COK,295,1,6496,2019,9,6,Friday,0,Rainy,5,10,Early Morning,10,5,Morning
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,5,15,Wednesday,0,Summer,7,10,Early Morning,10,5,Morning
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,2647,2019,6,18,Tuesday,0,Rainy,5,45,Early Morning,7,15,Early Morning
